url,title,content
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1142,Bundle standard - 1142,IP Alternatives - id:1142 IPv4 IAB STD 5 Internet Protocol A bundle of standards (RFCs) that define how IPv4 works IPv6 IPv6 Bundle A bundle of standards (RFCs) that define the requirements of a typical IPv6 implementation. An impl may need to consider additional RFCs besides the ones shown.
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1149,Bundle standard - 1149,"Radio Broadcast Alternatives - id:1149 ETSI 300 797: DAB ETSI EN 300 797 Digital Audio Broadcasting (DAB); Distribution interfaces; Service Transportation Interface (STI) This European std is one of a set associated with DAB. EN 300 401 describes the transmitted signal; the interface between the broadcaster's transmitters and the listener's receiver. The associated documents, EN 300 798 and ETS 300 799 describe additional interfaces which can be used by broadcasters or network providers to build DAB networks. EN 50067: RDS EN 50067 Specification of the radio data system (RDS) for VHF/FM sound broadcasting in the frequency range from 87.5 to 108.0 MHz The Radio Data System, RDS, is intended for application to VHF/FM sound broadcasts in the range 87.5 MHz to 108.0 MHz which may carry either stereophonic (pilot-tone system) or monophonic programs. The main objectives of RDS are to enable improved functionality for FM receivers and to make them more user-friendly by using features such as Program Identification, Program Service name display and where applicable, automatic tuning for portable and car radios. HD Radio NRSC-5 In-band/on-channel Digital Radio Broadcasting Standard This std sets forth the requirements for a system for broadcasting digital audio and ancillary digital data signals over AM broadcast channels spaced 10 kHz apart that may contain analog amplitude modulated signals, and over FM broadcast channels spaced 200 kHz apart that may contain analog frequency modulated signals."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1151,Bundle standard - 1151,"EFC Security CEN-DSRC - id:1151 ISO 19299 EFC Security Framework ISO 19299 Electronic fee collection -- Security framework The overall scope of ISO/TS 19299:2015 is an info security framework for all organizational and technical entities of an EFC scheme and in detail for the interfaces between them, based on the system arch defined in ISO 17573. The security framework describes a set of requirements and associated security measures for stakeholders to implement and thus ensure a secure operation of their part of an EFC system as required for a trustworthy environment according to its security policy. ISO EFC - Security Profile Guidelines ISO 17574 Electronic fee collection - Guidelines for security protection profiles ISO/TS 17574:2017 provides guidelines for preparation and evaluation of security requirements specifications, referred to as Protection Profiles (PP) in ISO/IEC 15408 (all parts) and in ISO/IEC TR 15446.

By Protection Profile (PP), it means a set of security requirements for a category of products or systems that meet specific needs. A typical example would be a PP for On-Board Equipment (OBE) to be used in an EFC system. However, the guidelines in this document are superseded if a Protection Profile already exists for the subsystem in consideration."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1155,Bundle standard - 1155,"EFC CEN-DSRC Management Layer - id:1155 CEN 13372 RTTT DSRC - Profiles CEN 13372 Road Transport and Traffic Telematics (RTTT) - Dedicated short-range comm - Profiles for RTTT applications This European Standard spec DSRC profiles which provide coherent sets of comm tools for applications based on DSRC. These sets consist of subsets of functionality described in prEN 12253, EN 12795 and EN 12834, out of which a minimum subset is mandatory. The DSRC Standards prEN 12253, EN 12795 and EN 12834, which together form a three-layered arch for DSRC, are designed to encompass a wide range of services for different purposes in order to make the basic DSRC arch suited for many different applications and for a wide range of possible products and systems. DSRC systems can be built using one-way (downlink) or two-way (interactive) communication. The DSRC profiles described in this European Standard are intended for interactive DSRC systems based on two-way comm and DSRC systems using one-way comm (broadcast services). While prEN 12253 contains very little variation, EN 12795 and especially EN 12834 describe a wide range of comm services. It has not been considered feasible to assume that any one piece of equipment is designed to implement all of these services. It is often the case that the functionality of the on board unit is more limited than the functionality of the roadside unit. This European Standard covers - Physical Layer parameter values - Data Link Layer subsets - Application Layer subsets - Initialisation procedures - Late response procedures - Termination procedures"
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1173,Bundle standard - 1173,"ISO ITS-M5 - id:1173 G5 Congestion Control Management G5 Congestion Control Management A bundle of standards that define how to manage congestion on G5 networks. ETSI 102 724 Harmonized Channels: 5 GHz ETSI 102 724 Intelligent Transport Systems (ITS); Harmonized Channel Specifications for Intelligent Transport Systems operating in the 5 GHz frequency band Defines European channel specifications for ITS communications at 5,9 GHz. Associated conformance tests are specified in ETSI TS 102 916-x. ETSI 102 792 CEN DSRC/ITS 5G Coexistence ETSI 102 792 Intelligent Transport Systems (ITS); Mitigation techniques to avoid interference between European CEN Dedicated Short Range Communication (CEN DSRC) equipment and Intelligent Transport Systems (ITS) operating in the 5 GHz frequency range This document describes interference mitigation techniques for DSRC and ITS G5. The associated conformance tests are specified in ETSI TS 102 916-x. IEEE 802.11 Wireless LAN (Wi-Fi) IEEE 802.11 IEEE Draft Standard for Information technology--Telecommunications and info exchange between systems Local and metropolitan area networks--Specific requirements Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specificatio This std def the physical and data link layers for wireless Ethernet, including WiFi and DSRC. ISO 21215 ITS-M5 ISO 21215 Intelligent transport systems -- Localized Communications -- ITS-M5 ISO 21215 provides specifications of a comm interface (CI) named ""ITS-M5"". The name ""ITS-M5"" indicates microwave frequency bands in the range of 5 GHz. ITS-M5 CIs are based on the wireless LAN technology standardized at IEEE. Specifies the additions to and deviations from IEEE Std 802.11-2016 required to make ITS-M5 CIs compatible with the ITS station and comm arch specified in ISO 21217."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1176,Bundle standard - 1176,"ETSI ITS-S Security Architecture - id:1176 ETSI 102 941 Trust & Privacy Mgmt ETSI 102 941 Intelligent Transport Systems (ITS); Security; Trust and Privacy Management Specifies the trust and privacy mgmt for ITS communications and spec security services for the establishment and maintenance of identities and cryptographic keys in an ITS. It is based upon the security services defined in TS 102 731 and the security arch defined in TS 102 940, and the ITS reference arch defined in EN 302 665. ETSI 102 940 Comms Security Arch & Mgmt ETSI 102 940 Intelligent Transport Systems (ITS); Security; ITS communications security arch and security mgmt Specifies a security arch for ITS communications. Based upon the security services defined in ETSI 102 731, it identifies the functional entities required to support security in an ITS environment and the relationships that exist between the entities themselves and the elements of the ITS reference arch defined in ETSI 302 665. It also identifies the roles and locations of a range of security services for the protection of transmitted info and the mgmt of essential security parameters. These include identifier and certificate management, PKI processes and interfaces as well as basic policies and guidelines for trust establishment. ETSI 103 097 Security Header & Cert Formats ETSI 103 097 Intelligent Transport Systems (ITS); Security; Security header and certificate formats This std def a common format for data elements being transferred between ITS stations for security purposes. ETSI 102 731 Security Svcs & Arch ETSI 102 731 Intelligent Transport Systems (ITS); Security; Security Services and Architecture Specifies mechanisms at the stage 2 level defined by ETS 300 387 [i.2] for secure and privacy-preserving comm in ITS environments. It describes facilities for credential and identity management, privacy and anonymity, integrity protection, authentication and authorization. It also describes the stage 2 security arch of the ETSI Intelligent Transport System (ITS)."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1178,Bundle standard - 1178,"ETSI ITS-G5 - id:1178 ETSI 102 687 5 GHz Range - Decen CC Mechs ETSI 102 687 Intelligent Transport Systems (ITS); Decentralized Congestion Control Mechanisms for Intelligent Transport Systems operating in the 5 GHz range; Access layer part DCC is a cross layer function, i.e. it has functions located on several layers of the ITS station reference architecture. Defines which Decentralized Congestion Control (DCC) components are located on which layer of the ITS station comm arch (ISO 21217). It also spec the DCC mechanisms on the access layer (including transmit power control (TPC) per packet, transmit rate control (TRC) and transmit data rate control (TDC). It does not define the mechanisms, necessary to make DCC work properly, at other communications, nor does it define mgmt aspects. The present document is primarily intended for trial use and may need to be updated after validation in field trials and/or other projects. ETSI 302 571 Radios in the 5.855-5.925 band ETSI 302 571 Intelligent Transport Systems (ITS); Radiocommunications equipment operating in the 5 855 MHz to 5 925 MHz frequency band; Harmonised Standard covering the essential requirements of article 3.2 of Directive 2014/53/EU This European std spec technical characteristics and methods of measurement for radio transmitters and receivers operating in the frequency range 5 855 MHz to 5 925 MHz. ETSI 102 792 CEN DSRC/ITS 5G Coexistence ETSI 102 792 Intelligent Transport Systems (ITS); Mitigation techniques to avoid interference between European CEN Dedicated Short Range Communication (CEN DSRC) equipment and Intelligent Transport Systems (ITS) operating in the 5 GHz frequency range This document describes interference mitigation techniques for DSRC and ITS G5. The associated conformance tests are specified in ETSI TS 102 916-x. IEEE802.11 OCB ETSI/ISO Choice of either the ISO or ETSI profile of IEEE 802.11 OCB at 5 GHz. A set of alternative standards allowing selection between the IEEE 802.11 OCB profiles. It provides a choice between ETSI EN 302 663 and ISO 21215. EN 302 663 is a sub-set of ISO 21215, supporting only EU frequency allocation. ISO 21215 is in support of all regions. IEEE 802.11 Wireless LAN (Wi-Fi) IEEE 802.11 IEEE Draft Standard for Information technology--Telecommunications and info exchange between systems Local and metropolitan area networks--Specific requirements Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specificatio This std def the physical and data link layers for wireless Ethernet, including WiFi and DSRC."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1179,Bundle standard - 1179,"GeoNetworking BTP - id:1179 ETSI 302 636-5-1 GN/BTP ETSI 302 636-5-1 Intelligent Transport Systems (ITS); Vehicular Communications; GeoNetworking; Part 5: Transport Protocols; Sub-part 1: Basic Transport Protocol The document spec the Basic Transport Protocol (BTP) for the transport of packets among ITS stations. It resides on top of the GeoNetworking proto specified in ETSI EN 302 636-4-1 and ETSI TS 102 636-4-2 and below the ITS-S facilities layer. It provides an end-to-end, connection-less and unreliable transport service. ETSI 302 931 - Geographical Area Definition ETSI 302 931 Intelligent Transport Systems (ITS); Vehicular Communications; Geographical Area Definition Specifies a method for location referencing. This method def geographical areas by means of geometric shapes, i.e. circle, rectangle and ellipse. Furthermore, the document introduces a function that can be used to determine the geospatial relation of a point to the geographical area (at the center, inside, at the border, outside). ETSI 302 636-4-1 GN Functionality ETSI 302 636-4-1 Intelligent Transport Systems (ITS); Vehicular Communications; GeoNetworking; Part 4: Geographical addressing and forwarding for point-to-point and point-to-multipoint communications; Sub-part 1: Media-Independent Functionality This European std spec the media-independent functionality of the GeoNetworking protocol."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1180,Bundle standard - 1180,"G5 Congestion Control Management - id:1180 ISO 24102-1 ITS-S Local Mgmt ISO 24102-1 Intelligent transport systems -- Communications access for land mobiles (CALM) -- ITS station mgmt -- Part 1: Local mgmt ISO 24102-1 provides specifications for intelligent transport systems (ITS) station mgmt to be compliant with the ITS station reference arch and the set of communications access for land mobiles (CALM) related standards. Local ITS station mgmt protocols are specified by means of mgmt messages and data that flow between the ITS station mgmt entity and the security entity, the application entity, and the various comm proto layers of the ITS station reference arch specified in ISO 21217. ETSI 103 175 Cross Layer DCC ME for G5a 7 G5B ETSI 103 175 Intelligent Transport Systems (ITS); Cross Layer DCC Management Entity for operation in the ITS G5A and ITS G5B medium This European std spec the functionality of the decentralized congestion control (DCC) entity residing in the mgmt plane for the ITS-G5A, ITS-G5B, and ITS-G5D radio interfaces, collectively known as the 5 GHz ITS frequency band. DCC operation will evaluate the load of the active radio channels and to optimize the radio channel usage by managing the ITS-S DCC parameters. It tracks and supports the exchange of DCC parameters which cannot be conveyed via the data plane between the different layers. ETSI 102 687 5 GHz Range - Decen CC Mechs ETSI 102 687 Intelligent Transport Systems (ITS); Decentralized Congestion Control Mechanisms for Intelligent Transport Systems operating in the 5 GHz range; Access layer part DCC is a cross layer function, i.e. it has functions located on several layers of the ITS station reference architecture. Defines which Decentralized Congestion Control (DCC) components are located on which layer of the ITS station comm arch (ISO 21217). It also spec the DCC mechanisms on the access layer (including transmit power control (TPC) per packet, transmit rate control (TRC) and transmit data rate control (TDC). It does not define the mechanisms, necessary to make DCC work properly, at other communications, nor does it define mgmt aspects. The present document is primarily intended for trial use and may need to be updated after validation in field trials and/or other projects."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1183,Bundle standard - 1183,"GeoNetworking IPv6 - id:1183 ETSI 302 636-6-1 GN/IPv6 ETSI 302 636-6-1 Intelligent Transport Systems (ITS); Vehicular Communications; GeoNetworking; Part 6: Internet Integration; Sub-part 1: Transmission of IPv6 Packets over GeoNetworking Protocols Defines the use of the IPv6 proto over the GeoNetworking proto specified in ETSI EN 302 636-4-1 and ETSI TS 102 636-4-2. It introduces a set of mechanisms that allow the GeoNetworking proto to transport IPv6 packets without introducing modifications to existing IPv6 proto implementations. By deploying these mechanisms, the following two main advantages are achieved: 1) coverage offered by points-of-attachment to the Internet, such as road-side ITS stations, is extended by means of sub-IP geographic routing; and 2) IPv6 multicast traffic can be geocasted, i.e. addressed and delivered to all ITS stations currently located within a geographic area. ETSI 302 931 - Geographical Area Definition ETSI 302 931 Intelligent Transport Systems (ITS); Vehicular Communications; Geographical Area Definition Specifies a method for location referencing. This method def geographical areas by means of geometric shapes, i.e. circle, rectangle and ellipse. Furthermore, the document introduces a function that can be used to determine the geospatial relation of a point to the geographical area (at the center, inside, at the border, outside). ETSI 302 636-4-1 GN Functionality ETSI 302 636-4-1 Intelligent Transport Systems (ITS); Vehicular Communications; GeoNetworking; Part 4: Geographical addressing and forwarding for point-to-point and point-to-multipoint communications; Sub-part 1: Media-Independent Functionality This European std spec the media-independent functionality of the GeoNetworking protocol."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1185,Bundle standard - 1185,"IP Security Alternatives - id:1185 RFC 6071 IPSec Roadmap RFC 6071 IP Security (IPsec) and Internet Key Exchange (IKE) Document Roadmap This document provides an overview of the various IPSec and Internet Key Exchange standards and how they work together. ARC-IT references this document as a proxy shorthand for the multitude of RFCs that need to be considered when implementing IPsec. TLS Transport Layer Security A bundle of standards (RFCs) required for implementing traditional Internet security over connection-oriented (i.e., TCP-based) Internet links."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1190,Bundle standard - 1190,"UDP/IP - id:1190 RFC 768 UDP RFC 768 UDP RFC def a connectionless, low bandwidth Transport Layer that is typically used with IP. IPv4 IAB STD 5 Internet Protocol A bundle of standards (RFCs) that define how IPv4 works IPv6 IPv6 Bundle A bundle of standards (RFCs) that define the requirements of a typical IPv6 implementation. An impl may need to consider additional RFCs besides the ones shown."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1191,Bundle standard - 1191,"TLS - id:1191 RFC 5280 X.509 RFC 5280 Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile RFC def how to use X.509 certificates for secure communications over the Internet. RFC 8446 TLS RFC 8446 The Transport Layer Security (TLS) Protocol RFC spec Version 1.3 of the Transport Layer Security (TLS) protocol. The TLS proto provides communications security over the Internet. The proto allows client/server applications to communicate in a way that is designed to prevent eavesdropping, tampering, or message forgery."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1195,Bundle standard - 1195,"Wireless Internet Alternatives (NA) - id:1195 WAVE - Subnet Wireless Access in Vehicular Environment - Subnetwork Bundle A bundle of standards specifying the lower layers of the reference communications model for the US DSRC environment. 3GPP LTE-V2X (PC5) 3GPP LTE-V2X 3rd Generation Partnership Project; Technical Specification Group Services and System Aspects; Release 14 Description; Summary of Rel-14 Work Items (Release 14) This proxy std represents the subset of the 3GPP Release 14 specification (the last version of 4G) in combination with IEEE 1609.3 and SAE 3161 standards that define Cellular Vehicle-to-Everything (C-V2X), which uses device-to-device comm (PC5) at 5.9GHz without requiring the presence of a base station. IEEE 802.11 Wireless LAN (Wi-Fi) IEEE 802.11 IEEE Draft Standard for Information technology--Telecommunications and info exchange between systems Local and metropolitan area networks--Specific requirements Part 11: Wireless LAN Medium Access Control (MAC) and Physical Layer (PHY) Specificatio This std def the physical and data link layers for wireless Ethernet, including WiFi and DSRC. 3GPP Cellular Network 3GPP Network 3GPP Cellular Communications Network This proxy std represents a variety of 3GPP releases and underlying standards and technologies that rely upon cellular base stations for connectivity, including 3G, 4G, and the evolving 5G technologies."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1200,Bundle standard - 1200,"Internet Transport Alternatives - id:1200 RFC 768 UDP RFC 768 UDP RFC def a connectionless, low bandwidth Transport Layer that is typically used with IP. RFC 9293 TCP RFC 9293 TCP Specifies the TCP (TCP). TCP is an important transport-layer proto in the Internet proto stack, and it has continuously evolved over decades of use and growth of the Internet. Over this time, a number of changes have been made to TCP as it was specified in RFC 793, though these have only been documented in a piecemeal fashion. This document collects and brings those changes together with the proto specification from RFC 793. This document obsoletes RFC 793, as well as RFCs 879, 2873, 6093, 6429, 6528, and 6691 that updated parts of RFC 793. It updates RFCs 1011 and 1122, and it should be considered as a replacement for the portions of those documents dealing with TCP requirements. It also updates RFC 5961 by adding a small clarification in reset handling while in the SYN-RECEIVED state. The TCP header control bits from RFC 793 have also been updated based on RFC 3168."
https://www.consystec.com/pr2026proto/web/bundle.htm?id=1205,Bundle standard - 1205,"Secure Session Alternatives - id:1205 DTLS with 1609.2 Datagram Transport Layer Security with IEEE 1609.2 Certificates A bundle of standards (RFCs) required for implementing Internet security over connectionless (i.e., UDP-based) Internet links using IEEE 1609.2 certificates, which allow for service-specific permissions rather than relying upon pre-approved authorization lists. Another important feature of IEEE 1609.2 is the ability to provide pseudo-anonymity. TLS with 1609.2 Transport Layer Security with IEEE 1609.2 Certificates A bundle of standards (RFCs) required for implementing Internet security over connection-oriented (i.e., TCP-based) Internet links using IEEE 1609.2 certificates, which allow for service-specific permissions rather than relying upon pre-approved authorization lists. Another important feature of IEEE 1609.2 is the ability to provide pseudo-anonymity. DTLS Datagram Transport Layer Security A bundle of standards that identifies the major standards required for implementing traditional Internet security over connectionless (i.e., UDP-based) Internet links. TLS Transport Layer Security A bundle of standards (RFCs) required for implementing traditional Internet security over connection-oriented (i.e., TCP-based) Internet links."
